,Price,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation,Ring,Area_to_rooms
0,6300000.0,Secondary,Опалиха,6.0,Moscow region,1,30.6,11.1,8.5,25,25,Cosmetic,Beyond_rings,30.6
1,9000000.0,Secondary,Павшино,2.0,Moscow region,1,49.2,20.0,10.0,6,15,European-style renovation,Beyond_rings,49.2
2,11090000.0,Secondary,Мякинино,14.0,Moscow region,1,44.7,16.2,13.1,10,25,Cosmetic,Beyond_rings,44.7
3,8300000.0,Secondary,Строгино,8.0,Moscow region,1,35.1,16.0,11.0,12,33,European-style renovation,Beyond_rings,35.1
4,6450000.0,Secondary,Опалиха,6.0,Moscow region,1,37.7,15.2,4.0,5,5,Without renovation,Beyond_rings,37.7
5,7150000.0,Secondary,Опалиха,6.0,Moscow region,1,38.4,18.0,8.0,8,18,European-style renovation,Beyond_rings,38.4
6,7400000.0,Secondary,Нахабино,11.0,Moscow region,1,33.0,16.0,8.0,7,7,European-style renovation,Beyond_rings,33.0
8,7800000.0,Secondary,Красногорская,6.0,Moscow region,1,41.8,18.0,10.0,6,17,Cosmetic,Beyond_rings,41.8
10,9000000.0,Secondary,Аникеевка,17.0,Moscow region,1,44.8,15.0,10.3,5,6,European-style renovation,Beyond_rings,44.8
11,12300000.0,Secondary,Волоколамская,16.0,Moscow region,1,39.0,21.9,9.9,26,30,Designer,Beyond_rings,39.0
12,14000000.0,Secondary,Волоколамская,12.0,Moscow region,1,48.0,23.0,9.0,12,28,Designer,Beyond_rings,48.0
13,6000000.0,Secondary,Павшино,3.0,Moscow region,1,33.8,17.0,7.0,4,9,Without renovation,Beyond_rings,33.8
14,6200000.0,Secondary,Красногорская,19.0,Moscow region,1,32.7,18.0,6.0,9,9,European-style renovation,Beyond_rings,32.7
15,6300000.0,Secondary,Красногорская,19.0,Moscow region,1,32.1,18.4,9.3,2,9,Without renovation,Beyond_rings,32.1
16,6500000.0,Secondary,Опалиха,7.0,Moscow region,1,34.9,17.0,9.0,2,14,Cosmetic,Beyond_rings,34.9
17,6800000.0,Secondary,Опалиха,7.0,Moscow region,1,38.0,17.4,9.0,8,14,European-style renovation,Beyond_rings,38.0
18,7350000.0,Secondary,Опалиха,6.0,Moscow region,1,40.0,16.1,9.8,17,24,European-style renovation,Beyond_rings,40.0
19,8100000.0,Secondary,Красногорская,6.0,Moscow region,1,47.6,26.0,12.0,8,11,Cosmetic,Beyond_rings,47.6
20,8200000.0,Secondary,Опалиха,12.0,Moscow region,1,32.5,18.6,9.3,1,8,Designer,Beyond_rings,32.5
21,8600000.0,Secondary,Строгино,8.0,Moscow region,1,36.5,13.0,15.0,23,33,Designer,Beyond_rings,36.5
22,9200000.0,Secondary,Опалиха,5.0,Moscow region,1,33.75,16.5,8.6,3,8,Designer,Beyond_rings,33.75
23,9300000.0,Secondary,Волоколамская,15.0,Moscow region,1,39.1,18.0,11.0,17,29,Without renovation,Beyond_rings,39.1
24,10099000.0,Secondary,Мякинино,16.0,Moscow region,1,38.0,21.3,9.8,6,19,Designer,Beyond_rings,38.0
25,11000000.0,Secondary,Строгино,11.0,Moscow region,1,50.8,23.2,11.6,14,22,Cosmetic,Beyond_rings,50.8
26,14000000.0,Secondary,Мякинино,16.0,Moscow region,1,38.1,21.4,9.8,5,19,Designer,Beyond_rings,38.1
27,7800000.0,Secondary,Опалиха,6.0,Moscow region,1,39.5,16.6,12.0,20,26,European-style renovation,Beyond_rings,39.5
28,7750000.0,Secondary,Опалиха,7.0,Moscow region,1,39.5,14.0,14.1,2,26,European-style renovation,Beyond_rings,39.5
29,8300000.0,Secondary,Опалиха,5.0,Moscow region,1,44.0,18.0,11.6,10,25,Cosmetic,Beyond_rings,44.0
31,9400000.0,Secondary,Пенягино,9.0,Moscow region,1,42.0,9.0,10.1,4,23,Cosmetic,Beyond_rings,42.0
32,9500000.0,Secondary,Мякинино,20.0,Moscow region,1,37.7,18.9,7.4,8,17,Without renovation,Beyond_rings,37.7
33,9600000.0,Secondary,Мякинино,20.0,Moscow region,1,38.6,21.6,9.8,16,17,Cosmetic,Beyond_rings,38.6
34,9700000.0,Secondary,Митино,7.0,Moscow region,1,42.3,23.5,10.1,7,17,European-style renovation,Beyond_rings,42.3
35,10300000.0,Secondary,Строгино,8.0,Moscow region,1,38.6,17.0,12.0,16,32,European-style renovation,Beyond_rings,38.6
36,11000000.0,Secondary,Мякинино,15.0,Moscow region,1,43.0,19.6,5.0,3,17,European-style renovation,Beyond_rings,43.0
38,11900000.0,Secondary,Павшино,2.0,Moscow region,1,28.0,18.0,7.0,12,31,Designer,Beyond_rings,28.0
40,5250000.0,Secondary,Павшино,6.0,Moscow region,1,31.0,18.0,6.0,1,4,Cosmetic,Beyond_rings,31.0
41,5450000.0,Secondary,Красногорская,13.0,Moscow region,1,31.0,18.0,6.0,5,5,Cosmetic,Beyond_rings,31.0
43,5790000.0,Secondary,Опалиха,7.0,Moscow region,1,26.6,16.5,5.0,23,26,European-style renovation,Beyond_rings,26.6
44,5800000.0,Secondary,Павшино,5.0,Moscow region,1,32.5,20.0,7.0,7,9,Cosmetic,Beyond_rings,32.5
45,5800000.0,Secondary,Павшино,12.0,Moscow region,1,28.3,17.0,6.0,3,5,Without renovation,Beyond_rings,28.3
46,5840000.0,Secondary,Павшино,4.0,Moscow region,1,23.0,14.5,3.5,4,5,Cosmetic,Beyond_rings,23.0
47,5800000.0,Secondary,Павшино,10.0,Moscow region,1,31.0,18.0,9.2,3,5,Cosmetic,Beyond_rings,31.0
48,6000000.0,Secondary,Павшино,4.0,Moscow region,1,23.0,14.5,3.5,4,5,Cosmetic,Beyond_rings,23.0
49,6100000.0,Secondary,Опалиха,7.0,Moscow region,1,30.5,14.0,9.5,13,25,European-style renovation,Beyond_rings,30.5
50,6100000.0,Secondary,Опалиха,6.0,Moscow region,1,39.0,10.0,9.9,7,18,Cosmetic,Beyond_rings,39.0
51,6100000.0,Secondary,Опалиха,6.0,Moscow region,1,39.0,9.0,9.9,5,18,Cosmetic,Beyond_rings,39.0
52,6100000.0,Secondary,Опалиха,19.0,Moscow region,1,32.0,18.3,9.3,1,7,Cosmetic,Beyond_rings,32.0
53,6200000.0,Secondary,Красногорская,7.0,Moscow region,1,32.0,17.0,6.0,4,5,European-style renovation,Beyond_rings,32.0
54,6300000.0,Secondary,Павшино,7.0,Moscow region,1,30.0,10.9,8.3,25,25,Cosmetic,Beyond_rings,30.0
55,6300000.0,Secondary,Пенягино,8.0,Moscow region,1,19.5,12.0,8.3,2,22,Designer,Beyond_rings,19.5
56,6499000.0,Secondary,Красногорская,6.0,Moscow region,1,34.7,19.0,10.0,11,16,Without renovation,Beyond_rings,34.7
57,6500000.0,Secondary,Тушинская,17.0,Moscow region,1,31.8,13.7,10.0,19,25,Cosmetic,Beyond_rings,31.8
58,6550000.0,Secondary,Опалиха,16.0,Moscow region,1,34.0,15.0,11.0,4,12,Cosmetic,Beyond_rings,34.0
59,6650000.0,Secondary,Опалиха,16.0,Moscow region,1,34.0,15.0,11.0,6,12,Cosmetic,Beyond_rings,34.0
60,6750000.0,Secondary,Опалиха,19.0,Moscow region,1,34.0,18.0,6.0,1,6,European-style renovation,Beyond_rings,34.0
61,6800000.0,Secondary,Опалиха,7.0,Moscow region,1,35.5,14.9,11.5,12,25,Cosmetic,Beyond_rings,35.5
62,6800000.0,Secondary,Опалиха,16.0,Moscow region,1,40.8,17.0,14.9,2,8,Without renovation,Beyond_rings,40.8
63,6800000.0,Secondary,Опалиха,15.0,Moscow region,1,35.5,16.0,11.5,2,12,Without renovation,Beyond_rings,35.5
64,6890000.0,Secondary,Тушинская,16.0,Moscow region,1,35.4,17.0,8.4,4,14,European-style renovation,Beyond_rings,35.4
65,6800000.0,Secondary,Опалиха,5.0,Moscow region,1,37.9,18.0,9.0,9,18,Cosmetic,Beyond_rings,37.9
66,6800000.0,Secondary,Павшино,14.0,Moscow region,1,35.1,17.7,8.0,5,9,Cosmetic,Beyond_rings,35.1
67,6990000.0,Secondary,Красногорская,18.0,Moscow region,1,29.0,15.2,5.0,5,5,European-style renovation,Beyond_rings,29.0
68,7000000.0,Secondary,Красногорская,8.0,Moscow region,1,37.0,14.5,10.1,15,24,Cosmetic,Beyond_rings,37.0
69,7000000.0,Secondary,Опалиха,6.0,Moscow region,1,32.6,13.8,8.7,3,9,European-style renovation,Beyond_rings,32.6
70,7000000.0,Secondary,Павшино,20.0,Moscow region,1,46.0,20.0,8.0,11,25,Without renovation,Beyond_rings,46.0
72,7100000.0,Secondary,Опалиха,5.0,Moscow region,1,39.6,17.6,8.2,2,18,European-style renovation,Beyond_rings,39.6
73,7200000.0,Secondary,Тушинская,17.0,Moscow region,1,40.0,22.4,9.9,4,25,Cosmetic,Beyond_rings,40.0
74,7200000.0,Secondary,Опалиха,7.0,Moscow region,1,35.6,14.0,11.4,7,24,European-style renovation,Beyond_rings,35.6
75,7200000.0,Secondary,Опалиха,6.0,Moscow region,1,40.0,15.7,8.2,2,11,European-style renovation,Beyond_rings,40.0
76,7200000.0,Secondary,Красногорская,15.0,Moscow region,1,32.0,19.0,6.0,3,5,Cosmetic,Beyond_rings,32.0
77,7200000.0,Secondary,Опалиха,6.0,Moscow region,1,38.0,19.0,8.0,7,17,Cosmetic,Beyond_rings,38.0
78,7200000.0,Secondary,Красногорская,8.0,Moscow region,1,39.5,10.0,9.9,2,18,Cosmetic,Beyond_rings,39.5
79,7290000.0,Secondary,Опалиха,6.0,Moscow region,1,38.4,16.8,10.4,14,26,European-style renovation,Beyond_rings,38.4
80,7300000.0,Secondary,Опалиха,5.0,Moscow region,1,39.3,13.2,13.2,22,25,European-style renovation,Beyond_rings,39.3
81,7300000.0,Secondary,Павшино,7.0,Moscow region,1,39.3,19.5,9.4,3,14,Cosmetic,Beyond_rings,39.3
82,7400000.0,Secondary,Опалиха,6.0,Moscow region,1,39.5,12.7,15.1,22,25,Cosmetic,Beyond_rings,39.5
83,7400000.0,Secondary,Красногорская,6.0,Moscow region,1,34.0,15.0,8.0,9,9,European-style renovation,Beyond_rings,34.0
84,7499000.0,Secondary,Опалиха,4.0,Moscow region,1,32.0,15.0,10.0,2,8,Without renovation,Beyond_rings,32.0
85,7450000.0,Secondary,Опалиха,10.0,Moscow region,1,32.2,15.0,9.1,9,12,European-style renovation,Beyond_rings,32.2
86,7500000.0,Secondary,Павшино,12.0,Moscow region,1,32.0,17.0,10.0,7,21,European-style renovation,Beyond_rings,32.0
87,7500000.0,Secondary,Митино,12.0,Moscow region,1,57.0,20.6,12.0,1,10,Cosmetic,Beyond_rings,57.0
88,7500000.0,Secondary,Опалиха,6.0,Moscow region,1,37.4,15.2,11.1,5,25,Without renovation,Beyond_rings,37.4
89,7500000.0,Secondary,Опалиха,6.0,Moscow region,1,34.0,14.0,10.0,20,27,Cosmetic,Beyond_rings,34.0
90,7500000.0,Secondary,Красногорская,4.0,Moscow region,1,34.6,20.0,7.0,12,12,European-style renovation,Beyond_rings,34.6
91,7590000.0,Secondary,Опалиха,6.0,Moscow region,1,35.5,19.0,9.0,8,25,European-style renovation,Beyond_rings,35.5
92,7600000.0,Secondary,Красногорская,6.0,Moscow region,1,39.0,17.0,9.0,3,18,Cosmetic,Beyond_rings,39.0
93,7720000.0,Secondary,Опалиха,5.0,Moscow region,1,46.8,22.3,7.7,1,10,Cosmetic,Beyond_rings,46.8
94,7700000.0,Secondary,Опалиха,7.0,Moscow region,1,38.8,14.1,13.3,24,25,Cosmetic,Beyond_rings,38.8
95,7650000.0,Secondary,Опалиха,6.0,Moscow region,1,38.1,18.0,10.0,20,26,European-style renovation,Beyond_rings,38.1
96,7750000.0,Secondary,Опалиха,7.0,Moscow region,1,34.6,17.0,10.0,25,26,European-style renovation,Beyond_rings,34.6
97,7800000.0,Secondary,Павшино,4.0,Moscow region,1,39.4,10.0,9.9,12,12,Cosmetic,Beyond_rings,39.4
98,7800000.0,Secondary,Красногорская,6.0,Moscow region,1,40.4,16.3,11.1,1,17,Cosmetic,Beyond_rings,40.4
99,7800000.0,Secondary,Аникеевка,6.0,Moscow region,1,39.5,16.6,12.0,20,26,Cosmetic,Beyond_rings,39.5
101,7800000.0,Secondary,Опалиха,6.0,Moscow region,1,37.0,15.2,9.1,24,26,Designer,Beyond_rings,37.0
102,7950000.0,Secondary,Павшино,11.0,Moscow region,1,33.4,17.0,9.4,2,8,European-style renovation,Beyond_rings,33.4
103,7900000.0,Secondary,Павшино,7.0,Moscow region,1,36.0,20.0,8.0,3,4,European-style renovation,Beyond_rings,36.0
104,7900000.0,Secondary,Опалиха,16.0,Moscow region,1,34.1,16.3,9.0,1,8,European-style renovation,Beyond_rings,34.1
106,7999000.0,Secondary,Опалиха,12.0,Moscow region,1,33.7,19.2,9.4,10,12,European-style renovation,Beyond_rings,33.7
107,8000000.0,Secondary,Красногорская,20.0,Moscow region,1,40.0,11.0,19.0,5,9,European-style renovation,Beyond_rings,40.0
108,8000000.0,Secondary,Опалиха,19.0,Moscow region,1,33.0,8.0,9.4,6,10,European-style renovation,Beyond_rings,33.0
109,8000000.0,Secondary,Опалиха,14.0,Moscow region,1,33.5,16.2,9.0,1,8,European-style renovation,Beyond_rings,33.5
110,8100000.0,Secondary,Опалиха,4.0,Moscow region,1,38.4,21.5,9.8,2,8,Without renovation,Beyond_rings,38.4
111,8199000.0,Secondary,Красногорская,8.0,Moscow region,1,47.8,23.4,11.6,2,7,Designer,Beyond_rings,47.8
112,8200000.0,Secondary,Опалиха,6.0,Moscow region,1,47.2,22.0,12.0,19,26,Cosmetic,Beyond_rings,47.2
113,8200000.0,Secondary,Митино,7.0,Moscow region,1,35.3,15.0,8.3,5,17,European-style renovation,Beyond_rings,35.3
114,8150000.0,Secondary,Павшино,12.0,Moscow region,1,30.0,17.3,9.1,10,21,Designer,Beyond_rings,30.0
115,8290000.0,Secondary,Опалиха,6.0,Moscow region,1,38.6,16.7,9.3,18,25,European-style renovation,Beyond_rings,38.6
117,8300000.0,Secondary,Опалиха,7.0,Moscow region,1,34.2,20.0,12.0,4,26,European-style renovation,Beyond_rings,34.2
119,8400000.0,Secondary,Опалиха,6.0,Moscow region,1,43.5,11.5,10.2,3,8,Without renovation,Beyond_rings,43.5
120,8500000.0,Secondary,Павшино,6.0,Moscow region,1,44.0,11.0,20.0,17,17,Cosmetic,Beyond_rings,44.0
121,8500000.0,Secondary,Опалиха,6.0,Moscow region,1,36.4,10.0,9.7,3,25,Designer,Beyond_rings,36.4
122,8500000.0,Secondary,Митино,12.0,Moscow region,1,39.2,14.0,10.4,14,25,European-style renovation,Beyond_rings,39.2
123,8600000.0,Secondary,Опалиха,6.0,Moscow region,1,48.5,17.7,13.5,15,17,European-style renovation,Beyond_rings,48.5
124,8600000.0,Secondary,Красногорская,10.0,Moscow region,1,44.0,17.5,10.0,5,14,European-style renovation,Beyond_rings,44.0
125,8700000.0,Secondary,Опалиха,5.0,Moscow region,1,47.6,20.0,11.5,18,25,European-style renovation,Beyond_rings,47.6
126,8700000.0,Secondary,Павшино,8.0,Moscow region,1,41.6,19.0,18.0,20,23,Cosmetic,Beyond_rings,41.6
127,8700000.0,Secondary,Павшино,5.0,Moscow region,1,37.9,21.3,9.8,1,12,Cosmetic,Beyond_rings,37.9
128,8700000.0,Secondary,Красногорская,6.0,Moscow region,1,43.0,22.0,11.0,2,14,Cosmetic,Beyond_rings,43.0
129,8690000.0,Secondary,Мякинино,16.0,Moscow region,1,36.3,20.0,8.0,4,19,Without renovation,Beyond_rings,36.3
130,8875000.0,Secondary,Красногорская,7.0,Moscow region,1,48.0,18.0,13.0,10,17,European-style renovation,Beyond_rings,48.0
132,8999999.0,Secondary,Павшино,8.0,Moscow region,1,42.9,16.0,13.0,1,24,Designer,Beyond_rings,42.9
133,8950000.0,Secondary,Аникеевка,6.0,Moscow region,1,45.0,19.0,13.0,8,24,European-style renovation,Beyond_rings,45.0
134,8900000.0,Secondary,Пенягино,10.0,Moscow region,1,39.0,20.0,10.0,16,25,European-style renovation,Beyond_rings,39.0
135,8900000.0,Secondary,Мякинино,24.0,Moscow region,1,40.5,18.0,12.0,16,25,European-style renovation,Beyond_rings,40.5
136,8950000.0,Secondary,Пенягино,12.0,Moscow region,1,39.7,22.2,9.9,10,25,Cosmetic,Beyond_rings,39.7
137,9050000.0,Secondary,Павшино,19.0,Moscow region,1,39.9,19.0,8.0,16,17,European-style renovation,Beyond_rings,39.9
138,9000000.0,Secondary,Строгино,8.0,Moscow region,1,38.0,20.0,15.0,7,33,European-style renovation,Beyond_rings,38.0
139,9249000.0,Secondary,Павшино,8.0,Moscow region,1,40.0,12.0,20.0,10,21,European-style renovation,Beyond_rings,40.0
140,9300000.0,Secondary,Опалиха,6.0,Moscow region,1,46.1,17.9,10.4,19,24,Designer,Beyond_rings,46.1
141,9300000.0,Secondary,Опалиха,6.0,Moscow region,1,45.8,18.8,12.8,14,17,European-style renovation,Beyond_rings,45.8
142,9316380.0,Secondary,Аникеевка,3.0,Moscow region,1,59.34,35.1,14.5,3,3,Without renovation,Beyond_rings,59.34
143,9300000.0,Secondary,Опалиха,15.0,Moscow region,1,54.0,26.0,12.0,7,10,European-style renovation,Beyond_rings,54.0
144,9350000.0,Secondary,Аникеевка,6.0,Moscow region,1,44.6,17.9,10.4,19,24,European-style renovation,Beyond_rings,44.6
146,9500000.0,Secondary,Пенягино,11.0,Moscow region,1,42.3,18.0,8.5,3,16,Cosmetic,Beyond_rings,42.3
147,9500000.0,Secondary,Пенягино,14.0,Moscow region,1,35.0,9.0,20.0,6,8,Cosmetic,Beyond_rings,35.0
148,9500000.0,Secondary,Пенягино,10.0,Moscow region,1,37.7,18.0,8.0,8,17,Cosmetic,Beyond_rings,37.7
149,9500000.0,Secondary,Пенягино,14.0,Moscow region,1,35.0,19.8,9.5,6,8,European-style renovation,Beyond_rings,35.0
150,9500000.0,Secondary,Пенягино,9.0,Moscow region,1,42.0,19.4,8.7,7,19,European-style renovation,Beyond_rings,42.0
151,9500000.0,Secondary,Опалиха,7.0,Moscow region,1,40.0,14.1,13.5,25,25,Designer,Beyond_rings,40.0
152,9499999.0,Secondary,Опалиха,16.0,Moscow region,1,34.6,12.0,10.0,5,8,Designer,Beyond_rings,34.6
153,9500000.0,Secondary,Опалиха,7.0,Moscow region,1,40.0,14.0,13.5,25,25,Cosmetic,Beyond_rings,40.0
154,9499999.0,Secondary,Аникеевка,17.0,Moscow region,1,42.8,24.8,12.7,4,6,Designer,Beyond_rings,42.8
155,9500000.0,Secondary,Пенягино,7.0,Moscow region,1,37.8,19.0,6.0,2,17,Cosmetic,Beyond_rings,37.8
156,9600000.0,Secondary,Пенягино,6.0,Moscow region,1,38.7,18.9,9.0,6,26,European-style renovation,Beyond_rings,38.7
157,9600000.0,Secondary,Павшино,3.0,Moscow region,1,47.0,23.0,12.0,15,25,Designer,Beyond_rings,47.0
158,9550000.0,Secondary,Пенягино,18.0,Moscow region,1,34.0,14.0,9.5,3,7,European-style renovation,Beyond_rings,34.0
159,9600000.0,Secondary,Пенягино,7.0,Moscow region,1,37.0,19.0,8.0,3,17,European-style renovation,Beyond_rings,37.0
160,9700000.0,Secondary,Пятницкое шоссе,10.0,Moscow region,1,45.0,28.0,12.0,6,17,Cosmetic,Beyond_rings,45.0
161,9700000.0,Secondary,Мякинино,16.0,Moscow region,1,37.0,17.0,9.3,17,19,European-style renovation,Beyond_rings,37.0
163,9700000.0,Secondary,Павшино,20.0,Moscow region,1,41.2,14.0,20.0,17,25,Designer,Beyond_rings,41.2
164,9800000.0,Secondary,Мякинино,15.0,Moscow region,1,40.2,18.9,13.0,21,23,Cosmetic,Beyond_rings,40.2
165,9800000.0,Secondary,Опалиха,6.0,Moscow region,1,46.1,25.4,10.5,9,17,European-style renovation,Beyond_rings,46.1
166,12550000.0,Secondary,Мякинино,20.0,Moscow region,2,60.7,40.0,13.0,2,7,Cosmetic,Beyond_rings,30.35
167,7500000.0,Secondary,Павшино,11.0,Moscow region,2,42.0,28.0,6.0,5,5,Cosmetic,Beyond_rings,21.0
168,11690000.0,Secondary,Опалиха,17.0,Moscow region,2,61.0,31.0,12.0,6,8,Without renovation,Beyond_rings,30.5
169,12700000.0,Secondary,Аникеевка,16.0,Moscow region,2,70.1,37.6,12.4,4,6,Cosmetic,Beyond_rings,35.05
170,12650000.0,Secondary,Пенягино,19.0,Moscow region,2,46.1,23.7,14.6,4,15,Designer,Beyond_rings,23.05
172,12546450.0,Secondary,Пенягино,10.0,Moscow region,2,73.5,39.5,13.3,6,22,Without renovation,Beyond_rings,36.75
173,11500000.0,Secondary,Опалиха,6.0,Moscow region,2,56.0,22.0,13.0,3,24,Designer,Beyond_rings,28.0
174,9500000.0,Secondary,Митино,17.0,Moscow region,2,44.0,26.0,7.0,1,8,European-style renovation,Beyond_rings,22.0
175,10500000.0,Secondary,Митино,11.0,Moscow region,2,50.3,25.0,6.0,22,25,European-style renovation,Beyond_rings,25.15
176,11190000.0,Secondary,Митино,14.0,Moscow region,2,64.4,30.1,13.6,7,9,European-style renovation,Beyond_rings,32.2
178,12500000.0,Secondary,Опалиха,6.0,Moscow region,2,60.7,17.0,11.7,7,17,European-style renovation,Beyond_rings,30.35
182,8000000.0,Secondary,Аникеевка,5.0,Moscow region,2,35.0,16.0,16.0,3,3,Designer,Beyond_rings,17.5
183,8500000.0,Secondary,Павшино,14.0,Moscow region,2,43.5,28.2,6.0,1,5,European-style renovation,Beyond_rings,21.75
184,8800000.0,Secondary,Павшино,5.0,Moscow region,2,42.0,28.0,6.0,5,5,Cosmetic,Beyond_rings,21.0
185,9650000.0,Secondary,Опалиха,7.0,Moscow region,2,52.0,30.0,9.0,8,25,Cosmetic,Beyond_rings,26.0
186,9800000.0,Secondary,Красногорская,9.0,Moscow region,2,66.0,35.9,11.2,10,25,European-style renovation,Beyond_rings,33.0
188,10300000.0,Secondary,Павшино,18.0,Moscow region,2,47.0,25.9,10.5,16,18,Designer,Beyond_rings,23.5
189,10500000.0,Secondary,Красногорская,6.0,Moscow region,2,47.2,32.0,9.0,11,12,Cosmetic,Beyond_rings,23.6
190,10700000.0,Secondary,Опалиха,6.0,Moscow region,2,52.0,30.0,12.0,10,26,Designer,Beyond_rings,26.0
191,12300000.0,Secondary,Красногорская,7.0,Moscow region,2,51.0,26.0,10.0,3,17,European-style renovation,Beyond_rings,25.5
192,13900000.0,Secondary,Пенягино,10.0,Moscow region,2,72.0,40.0,12.0,11,17,European-style renovation,Beyond_rings,36.0
193,13990000.0,Secondary,Павшино,3.0,Moscow region,2,61.0,32.7,10.0,23,25,Designer,Beyond_rings,30.5
194,16300000.0,Secondary,Опалиха,6.0,Moscow region,2,63.6,38.0,13.0,2,8,Designer,Beyond_rings,31.8
195,17500000.0,Secondary,Мякинино,26.0,Moscow region,2,91.6,48.7,14.3,15,25,European-style renovation,Beyond_rings,45.8
196,19900000.0,Secondary,Пенягино,13.0,Moscow region,2,75.0,50.0,20.0,20,25,Designer,Beyond_rings,37.5
198,5500000.0,Secondary,Павшино,4.0,Moscow region,2,40.0,22.4,9.9,1,3,Without renovation,Beyond_rings,20.0
199,7200000.0,Secondary,Красногорская,14.0,Moscow region,2,34.49,22.9,5.0,12,24,Without renovation,Beyond_rings,17.245
200,8800000.0,Secondary,Опалиха,7.0,Moscow region,2,54.0,32.0,8.0,9,9,Cosmetic,Beyond_rings,27.0
201,10599999.0,Secondary,Опалиха,4.0,Moscow region,2,48.6,28.0,10.7,7,8,European-style renovation,Beyond_rings,24.3
202,11000000.0,Secondary,Опалиха,5.0,Moscow region,2,50.0,10.0,10.8,6,8,European-style renovation,Beyond_rings,25.0
203,11000000.0,Secondary,Мякинино,15.0,Moscow region,2,43.0,19.6,5.0,3,19,Cosmetic,Beyond_rings,21.5
204,11000000.0,Secondary,Опалиха,14.0,Moscow region,2,50.0,27.4,10.8,2,4,Designer,Beyond_rings,25.0
206,11250000.0,Secondary,Павшино,13.0,Moscow region,2,55.0,30.0,10.0,8,25,European-style renovation,Beyond_rings,27.5
207,11600000.0,Secondary,Мякинино,15.0,Moscow region,2,50.0,28.0,9.8,18,23,Designer,Beyond_rings,25.0
210,13900000.0,Secondary,Пенягино,14.0,Moscow region,2,72.8,33.0,12.5,9,16,European-style renovation,Beyond_rings,36.4
212,14000000.0,Secondary,Павшино,3.0,Moscow region,2,57.0,35.0,10.3,18,25,Designer,Beyond_rings,28.5
213,13990000.0,Secondary,Пенягино,11.0,Moscow region,2,64.0,36.0,10.0,14,20,European-style renovation,Beyond_rings,32.0
214,14300000.0,Secondary,Пенягино,9.0,Moscow region,2,61.0,40.0,12.0,16,17,European-style renovation,Beyond_rings,30.5
215,15500000.0,Secondary,Павшино,3.0,Moscow region,2,88.0,45.0,15.0,17,25,European-style renovation,Beyond_rings,44.0
216,15991000.0,Secondary,Волоколамская,15.0,Moscow region,2,60.0,35.0,10.0,23,29,European-style renovation,Beyond_rings,30.0
217,16400000.0,Secondary,Митино,6.0,Moscow region,2,72.2,36.1,14.7,10,18,European-style renovation,Beyond_rings,36.1
218,8200000.0,Secondary,Красногорская,15.0,Moscow region,2,36.94,24.0,5.0,19,23,Without renovation,Beyond_rings,18.47
220,11300000.0,Secondary,Павшино,13.0,Moscow region,2,57.0,33.0,10.0,2,5,Cosmetic,Beyond_rings,28.5
222,11500000.0,Secondary,Строгино,8.0,Moscow region,2,48.0,25.0,10.0,13,33,European-style renovation,Beyond_rings,24.0
224,12300000.0,Secondary,Мякинино,20.0,Moscow region,2,43.5,25.0,11.0,19,23,Designer,Beyond_rings,21.75
225,12400000.0,Secondary,Красногорская,6.0,Moscow region,2,57.9,31.4,11.4,12,17,Cosmetic,Beyond_rings,28.95
226,12400000.0,Secondary,Опалиха,11.0,Moscow region,2,49.6,26.0,9.0,3,7,Designer,Beyond_rings,24.8
228,13300000.0,Secondary,Опалиха,12.0,Moscow region,2,73.2,27.8,20.8,8,9,European-style renovation,Beyond_rings,36.6
230,13800000.0,Secondary,Аникеевка,7.0,Moscow region,2,80.0,41.0,14.0,13,24,European-style renovation,Beyond_rings,40.0
231,14500000.0,Secondary,Мякинино,26.0,Moscow region,2,60.0,36.0,14.0,14,25,Designer,Beyond_rings,30.0
232,14500000.0,Secondary,Пенягино,6.0,Moscow region,2,65.0,34.0,14.0,10,26,European-style renovation,Beyond_rings,32.5
233,15399000.0,Secondary,Мякинино,20.0,Moscow region,2,71.1,33.7,15.0,2,22,European-style renovation,Beyond_rings,35.55
234,15800000.0,Secondary,Мякинино,14.0,Moscow region,2,82.5,41.0,22.0,15,24,European-style renovation,Beyond_rings,41.25
235,16000000.0,Secondary,Мякинино,16.0,Moscow region,2,73.2,46.0,16.0,20,20,Cosmetic,Beyond_rings,36.6
236,5550000.0,Secondary,Опалиха,7.0,Moscow region,2,41.0,28.0,5.0,2,2,Cosmetic,Beyond_rings,20.5
237,6500000.0,Secondary,Опалиха,16.0,Moscow region,2,43.6,25.7,6.0,4,4,Cosmetic,Beyond_rings,21.8
238,6600000.0,Secondary,Опалиха,4.0,Moscow region,2,33.3,15.8,8.0,2,8,Cosmetic,Beyond_rings,16.65
239,6950000.0,Secondary,Красногорская,7.0,Moscow region,2,45.0,28.0,6.0,4,5,Cosmetic,Beyond_rings,22.5
240,7350000.0,Secondary,Павшино,11.0,Moscow region,2,41.6,6.0,10.1,4,5,Cosmetic,Beyond_rings,20.8
241,7500000.0,Secondary,Опалиха,12.0,Moscow region,2,42.6,29.0,10.2,8,12,Without renovation,Beyond_rings,21.3
242,7500000.0,Secondary,Павшино,20.0,Moscow region,2,47.0,20.0,10.0,11,25,Without renovation,Beyond_rings,23.5
