,Price,Apartment type,Metro station,Minutes to metro,Region,Number of rooms,Area,Living area,Kitchen area,Floor,Number of floors,Renovation,Ring,Area_to_rooms
18078,5163014.0,New building,Красногвардейская,16.0,Moscow region,2,40.59,22.7,10.0,8,20,Cosmetic,Beyond_rings,20.295
18079,6783182.0,New building,Красногвардейская,16.0,Moscow region,3,59.14,38.2,6.4,15,20,Cosmetic,Beyond_rings,19.713333333333335
18080,7468995.0,New building,Красногвардейская,16.0,Moscow region,3,77.14,41.7,12.6,13,20,Cosmetic,Beyond_rings,25.713333333333335
18081,7932331.0,New building,Красногвардейская,16.0,Moscow region,3,59.14,38.2,6.4,13,20,Cosmetic,Beyond_rings,19.713333333333335
18082,4831721.0,New building,Красногвардейская,16.0,Moscow region,2,33.81,19.8,6.0,11,20,Cosmetic,Beyond_rings,16.905
18083,4797519.0,New building,Красногвардейская,16.0,Moscow region,1,35.43,11.5,9.8,2,20,Cosmetic,Beyond_rings,35.43
18084,5223838.0,New building,Красногвардейская,16.0,Moscow region,2,33.84,23.7,2.6,13,20,Cosmetic,Beyond_rings,16.92
18085,7424678.0,New building,Красногвардейская,16.0,Moscow region,3,53.79,35.0,4.7,11,20,Cosmetic,Beyond_rings,17.93
18086,9733322.0,New building,Красногвардейская,16.0,Moscow region,4,86.46,50.4,5.9,13,20,Cosmetic,Beyond_rings,21.615
18087,5663956.0,New building,Красногвардейская,16.0,Moscow region,2,39.71,27.1,4.1,10,20,Cosmetic,Beyond_rings,19.855
18088,6340505.0,New building,Красногвардейская,16.0,Moscow region,3,51.39,31.7,7.1,17,20,Cosmetic,Beyond_rings,17.13
18089,5510713.0,New building,Красногвардейская,16.0,Moscow region,2,36.24,24.3,3.3,9,20,Cosmetic,Beyond_rings,18.12
18090,7276594.0,New building,Красногвардейская,16.0,Moscow region,2,53.37,25.5,13.2,9,20,Cosmetic,Beyond_rings,26.685
18091,5202075.0,New building,Красногвардейская,16.0,Moscow region,2,33.81,19.8,6.0,17,20,Cosmetic,Beyond_rings,16.905
18092,5182812.0,New building,Красногвардейская,16.0,Moscow region,2,35.61,24.3,3.3,17,20,Cosmetic,Beyond_rings,17.805
18093,4024893.0,New building,Красногвардейская,16.0,Moscow region,0,21.31,10.7,3.8,13,20,Cosmetic,Beyond_rings,21.31
18094,4808831.0,New building,Красногвардейская,16.0,Moscow region,2,33.81,19.8,6.0,9,20,Cosmetic,Beyond_rings,16.905
18095,7173773.0,New building,Красногвардейская,16.0,Moscow region,3,51.1,33.1,6.4,15,20,Cosmetic,Beyond_rings,17.033333333333335
18096,4563866.0,New building,Красногвардейская,16.0,Moscow region,0,24.97,12.9,3.2,13,20,Cosmetic,Beyond_rings,24.97
18097,5187469.0,New building,Красногвардейская,16.0,Moscow region,2,33.81,19.8,6.0,15,20,Cosmetic,Beyond_rings,16.905
18098,5636913.0,New building,Красногвардейская,16.0,Moscow region,2,39.71,27.1,4.1,8,20,Cosmetic,Beyond_rings,19.855
18099,4229521.0,New building,Красногвардейская,16.0,Moscow region,0,22.19,10.7,3.8,6,20,Cosmetic,Beyond_rings,22.19
18100,6813876.0,New building,Красногвардейская,16.0,Moscow region,2,50.63,27.3,10.1,17,20,Cosmetic,Beyond_rings,25.315
18101,5325038.0,New building,Красногвардейская,16.0,Moscow region,2,35.61,24.3,3.3,15,20,Cosmetic,Beyond_rings,17.805
18102,5991340.0,New building,Красногвардейская,16.0,Moscow region,2,40.3,27.0,4.1,9,20,Cosmetic,Beyond_rings,20.15
18103,7866143.0,New building,Красногвардейская,16.0,Moscow region,3,77.15,41.7,12.6,2,20,Cosmetic,Beyond_rings,25.71666666666667
18104,4963033.0,New building,Красногвардейская,16.0,Moscow region,1,35.41,11.8,9.8,10,20,Cosmetic,Beyond_rings,35.41
18105,7270291.0,New building,Красногвардейская,16.0,Moscow region,2,56.09,28.5,13.6,10,20,Cosmetic,Beyond_rings,28.045
18106,4950029.0,New building,Красногвардейская,16.0,Moscow region,2,35.61,24.3,3.3,11,20,Cosmetic,Beyond_rings,17.805
18107,6491081.0,New building,Красногвардейская,16.0,Moscow region,2,47.93,29.1,9.2,6,20,Cosmetic,Beyond_rings,23.965
18108,5838315.0,New building,Красногвардейская,16.0,Moscow region,2,42.23,27.9,6.1,2,20,Cosmetic,Beyond_rings,21.115
18109,5647714.0,New building,Красногвардейская,16.0,Moscow region,2,39.71,27.1,4.1,8,20,Cosmetic,Beyond_rings,19.855
18110,9962332.0,New building,Красногвардейская,16.0,Moscow region,3,77.91,41.8,12.6,8,20,Cosmetic,Beyond_rings,25.97
18111,6861829.0,New building,Красногвардейская,16.0,Moscow region,2,52.7,25.5,13.2,2,20,Cosmetic,Beyond_rings,26.35
18112,7945149.0,New building,Красногвардейская,16.0,Moscow region,3,58.81,39.4,5.5,6,20,Cosmetic,Beyond_rings,19.603333333333335
18113,6167139.0,New building,Красногвардейская,16.0,Moscow region,2,44.4,27.5,4.8,11,20,Cosmetic,Beyond_rings,22.2
18114,7775057.0,New building,Красногвардейская,16.0,Moscow region,3,58.3,39.5,5.5,13,20,Cosmetic,Beyond_rings,19.433333333333334
18115,4232540.0,New building,Красногвардейская,16.0,Moscow region,0,22.87,11.1,3.9,11,20,Cosmetic,Beyond_rings,22.87
18116,5339848.0,New building,Красногвардейская,16.0,Moscow region,2,35.27,24.5,2.7,9,20,Cosmetic,Beyond_rings,17.635
18117,4212300.0,New building,Красногвардейская,16.0,Moscow region,0,22.87,11.1,3.9,9,20,Cosmetic,Beyond_rings,22.87
18118,5248005.0,New building,Красногвардейская,16.0,Moscow region,2,35.27,24.5,2.7,2,20,Cosmetic,Beyond_rings,17.635
18119,4959717.0,New building,Красногвардейская,16.0,Moscow region,2,33.84,23.7,2.6,2,20,Cosmetic,Beyond_rings,16.92
18120,5969751.0,New building,Красногвардейская,16.0,Moscow region,2,46.25,28.5,5.4,6,20,Cosmetic,Beyond_rings,23.125
18121,6189531.0,New building,Красногвардейская,16.0,Moscow region,2,46.25,28.5,5.4,13,20,Cosmetic,Beyond_rings,23.125
18122,7695069.0,New building,Красногвардейская,16.0,Moscow region,3,54.43,35.0,4.7,9,20,Cosmetic,Beyond_rings,18.143333333333334
18123,6207152.0,New building,Красногвардейская,16.0,Moscow region,2,46.25,28.5,5.4,15,20,Cosmetic,Beyond_rings,23.125
18124,5702472.0,New building,Красногвардейская,16.0,Moscow region,2,46.25,28.5,5.4,2,20,Cosmetic,Beyond_rings,23.125
18125,5342202.0,New building,Красногвардейская,16.0,Moscow region,2,37.1,26.0,3.0,2,20,Cosmetic,Beyond_rings,18.55
18126,6419506.0,New building,Красногвардейская,16.0,Moscow region,2,45.04,27.5,4.8,6,20,Cosmetic,Beyond_rings,22.52
18127,10136423.0,New building,Красногвардейская,16.0,Moscow region,4,87.1,50.4,5.9,9,20,Cosmetic,Beyond_rings,21.775
18128,6290410.0,New building,Красногвардейская,16.0,Moscow region,3,53.45,35.1,5.7,9,20,Cosmetic,Beyond_rings,17.816666666666666
18129,5514179.0,New building,Красногвардейская,16.0,Moscow region,2,37.74,26.0,3.0,9,20,Cosmetic,Beyond_rings,18.87
18130,6208862.0,New building,Красногвардейская,16.0,Moscow region,3,53.79,35.0,4.7,11,20,Cosmetic,Beyond_rings,17.93
18131,7170553.0,New building,Красногвардейская,16.0,Moscow region,3,52.81,35.1,5.7,11,20,Cosmetic,Beyond_rings,17.603333333333335
18132,4776949.0,New building,Красногвардейская,16.0,Moscow region,0,26.66,12.8,4.5,11,20,Cosmetic,Beyond_rings,26.66
18133,5461627.0,New building,Красногвардейская,16.0,Moscow region,2,37.1,26.0,3.0,11,20,Cosmetic,Beyond_rings,18.55
18134,7824029.0,New building,Красногвардейская,16.0,Moscow region,3,58.3,39.5,5.5,15,20,Cosmetic,Beyond_rings,19.433333333333334
18135,5263600.0,New building,Красногвардейская,16.0,Moscow region,2,33.84,23.7,2.6,17,20,Cosmetic,Beyond_rings,16.92
18136,6195173.0,New building,Красногвардейская,16.0,Moscow region,2,46.25,28.5,5.4,17,20,Cosmetic,Beyond_rings,23.125
18137,5291219.0,New building,Жулебино,14.0,Moscow region,2,33.61,19.9,5.3,16,14,Cosmetic,Beyond_rings,16.805
18138,4556654.0,New building,Красногвардейская,16.0,Moscow region,1,31.43,9.4,9.9,11,20,Cosmetic,Beyond_rings,31.43
18139,4873668.0,New building,Красногвардейская,16.0,Moscow region,2,33.35,19.8,5.3,11,20,Cosmetic,Beyond_rings,16.675
18140,5718136.0,New building,Красногвардейская,11.0,Moscow region,2,39.84,26.3,5.0,15,20,Cosmetic,Beyond_rings,19.92
18141,4423037.0,New building,Красногвардейская,11.0,Moscow region,2,33.5,19.9,5.4,13,20,Cosmetic,Beyond_rings,16.75
18142,5812235.0,New building,Красногвардейская,11.0,Moscow region,2,42.32,28.0,6.1,13,20,Cosmetic,Beyond_rings,21.16
18143,5866659.0,New building,Красногвардейская,11.0,Moscow region,2,42.32,28.0,6.1,15,20,Cosmetic,Beyond_rings,21.16
18144,4513422.0,New building,Красногвардейская,11.0,Moscow region,0,25.38,16.1,8.7,15,20,Cosmetic,Beyond_rings,25.38
18145,4788494.0,New building,Красногвардейская,11.0,Moscow region,2,35.68,22.7,5.0,15,20,Cosmetic,Beyond_rings,17.84
18146,5338124.0,New building,Красногвардейская,11.0,Moscow region,2,42.32,28.0,6.1,15,20,Cosmetic,Beyond_rings,21.16
18147,5870245.0,New building,Красногвардейская,11.0,Moscow region,2,39.84,26.3,5.0,15,20,Cosmetic,Beyond_rings,19.92
18148,4710855.0,New building,Красногвардейская,11.0,Moscow region,2,35.68,22.7,5.0,15,20,Cosmetic,Beyond_rings,17.84
18149,5496815.0,New building,Красногвардейская,11.0,Moscow region,1,35.48,11.5,9.8,15,20,Cosmetic,Beyond_rings,35.48
18150,5144474.0,New building,Красногвардейская,11.0,Moscow region,2,35.68,22.7,5.0,13,20,Cosmetic,Beyond_rings,17.84
18151,9990648.0,New building,Красногвардейская,11.0,Moscow region,4,86.63,50.6,5.9,17,20,Cosmetic,Beyond_rings,21.6575
18152,5053101.0,New building,Красногвардейская,11.0,Moscow region,2,33.88,19.8,6.0,17,20,Cosmetic,Beyond_rings,16.94
18153,5006215.0,New building,Красногвардейская,11.0,Moscow region,2,37.16,24.0,5.0,17,20,Cosmetic,Beyond_rings,18.58
18154,6598514.0,New building,Красногвардейская,11.0,Moscow region,3,56.29,35.9,6.5,2,20,Cosmetic,Beyond_rings,18.763333333333332
18155,6160894.0,New building,Красногвардейская,11.0,Moscow region,3,51.2,33.1,6.4,15,20,Cosmetic,Beyond_rings,17.066666666666666
18156,6215166.0,New building,Красногвардейская,11.0,Moscow region,3,51.2,33.1,6.4,15,20,Cosmetic,Beyond_rings,17.066666666666666
18157,7116415.0,New building,Красногвардейская,12.0,Moscow region,2,54.83,29.0,13.6,14,20,Cosmetic,Beyond_rings,27.415
18158,9300000.0,New building,Братиславская,18.0,Moscow,1,33.6,12.0,11.0,14,16,Cosmetic,Beyond_rings,33.6
18159,6498690.0,New building,Красногвардейская,5.0,Moscow region,1,41.9,23.3,10.1,14,20,Cosmetic,Beyond_rings,41.9
18160,6545220.0,New building,Красногвардейская,5.0,Moscow region,1,42.2,23.5,10.1,14,20,Cosmetic,Beyond_rings,42.2
18161,7589746.0,New building,Битца,7.0,Moscow region,2,49.7,27.3,10.8,1,9,Cosmetic,Beyond_rings,24.85
18162,7838206.0,New building,Битца,7.0,Moscow region,2,48.25,26.5,10.6,2,9,Cosmetic,Beyond_rings,24.125
18163,7293614.0,New building,Битца,7.0,Moscow region,2,44.9,24.8,10.4,2,9,Cosmetic,Beyond_rings,22.45
18164,7869314.0,New building,Битца,7.0,Moscow region,2,48.44,26.6,10.6,3,9,Cosmetic,Beyond_rings,24.22
18165,7302502.0,New building,Битца,7.0,Moscow region,2,44.95,24.9,10.4,5,9,Cosmetic,Beyond_rings,22.475
18166,7302502.0,New building,Битца,7.0,Moscow region,2,44.95,24.9,10.4,7,9,Cosmetic,Beyond_rings,22.475
18167,7312500.0,New building,Депо,19.0,Moscow,1,37.5,21.1,9.7,12,11,Cosmetic,Beyond_rings,37.5
18168,10369880.0,New building,Депо,19.0,Moscow,2,60.29,32.6,11.6,12,11,Cosmetic,Beyond_rings,30.145
18170,5836440.0,New building,Депо,19.0,Moscow,0,28.61,16.6,9.0,14,11,Cosmetic,Beyond_rings,28.61
18175,5950880.0,New building,Депо,19.0,Moscow,0,28.61,16.6,9.0,23,11,Cosmetic,Beyond_rings,28.61
18178,8218650.0,New building,Депо,19.0,Moscow,1,43.95,24.4,10.3,8,11,Cosmetic,Beyond_rings,43.95
18179,8419280.0,New building,Депо,19.0,Moscow,1,44.08,24.4,10.3,12,11,Cosmetic,Beyond_rings,44.08
18180,8394450.0,New building,Депо,19.0,Moscow,1,43.95,24.4,10.3,12,11,Cosmetic,Beyond_rings,43.95
18182,5850720.0,New building,Депо,19.0,Moscow,0,28.68,16.6,9.0,14,11,Cosmetic,Beyond_rings,28.68
18183,5722000.0,New building,Депо,19.0,Moscow,0,28.61,16.6,9.0,2,11,Cosmetic,Beyond_rings,28.61
18184,14531400.0,New building,Депо,19.0,Moscow,3,89.7,47.5,14.1,4,11,Cosmetic,Beyond_rings,29.900000000000002
18185,10478800.0,New building,Депо,19.0,Moscow,2,61.64,33.3,11.7,6,11,Cosmetic,Beyond_rings,30.82
18187,14531400.0,New building,Депо,19.0,Moscow,3,89.7,47.5,14.1,8,11,Cosmetic,Beyond_rings,29.900000000000002
18188,11911900.0,New building,Депо,19.0,Moscow,2,70.07,37.6,12.4,8,11,Cosmetic,Beyond_rings,35.035
18189,6344400.0,New building,Депо,19.0,Moscow,0,31.1,17.9,9.2,13,11,Cosmetic,Beyond_rings,31.1
18190,13122000.0,New building,Депо,19.0,Moscow,3,81.0,43.1,13.3,2,11,Cosmetic,Beyond_rings,27.0
18195,11424000.0,New building,Депо,19.0,Moscow,2,67.2,36.1,12.2,10,11,Cosmetic,Beyond_rings,33.6
18199,11138750.0,New building,Депо,19.0,Moscow,2,63.65,34.3,11.9,23,11,Cosmetic,Beyond_rings,31.825
18200,11760000.0,New building,Депо,19.0,Moscow,2,67.2,36.1,12.2,24,11,Cosmetic,Beyond_rings,33.6
18201,9003150.0,New building,Депо,19.0,Moscow,1,46.17,25.5,10.5,25,11,Cosmetic,Beyond_rings,46.17
18204,10609700.0,New building,Депо,19.0,Moscow,2,62.41,33.7,11.8,6,11,Cosmetic,Beyond_rings,31.205
18205,8218650.0,New building,Депо,19.0,Moscow,1,43.95,24.4,10.3,6,11,Cosmetic,Beyond_rings,43.95
18206,8242960.0,New building,Депо,19.0,Moscow,1,44.08,24.4,10.3,9,11,Cosmetic,Beyond_rings,44.08
18210,7195500.0,New building,Депо,19.0,Moscow,1,36.9,20.8,9.7,15,11,Cosmetic,Beyond_rings,36.9
18212,6976950.0,New building,Депо,19.0,Moscow,1,36.15,20.4,9.6,2,11,Cosmetic,Beyond_rings,36.15
18213,5658000.0,New building,Депо,19.0,Moscow,0,28.29,16.4,9.0,6,11,Cosmetic,Beyond_rings,28.29
18214,11693200.0,New building,Братиславская,13.0,Moscow,3,71.3,38.2,12.5,6,16,Cosmetic,Beyond_rings,23.766666666666666
18217,8375730.0,New building,Братиславская,13.0,Moscow,1,44.79,24.8,10.3,3,16,Cosmetic,Beyond_rings,44.79
18220,5811960.0,New building,Братиславская,13.0,Moscow,0,28.49,16.5,9.0,12,16,Cosmetic,Beyond_rings,28.49
18221,8176710.0,New building,Братиславская,13.0,Moscow,1,42.81,23.8,10.2,14,16,Cosmetic,Beyond_rings,42.81
18222,14473080.0,New building,Братиславская,13.0,Moscow,3,89.34,47.3,14.0,2,16,Cosmetic,Beyond_rings,29.78
18224,10390400.0,New building,Братиславская,13.0,Moscow,2,61.12,33.0,11.7,4,16,Cosmetic,Beyond_rings,30.56
18225,12190700.0,New building,Братиславская,13.0,Moscow,2,71.71,38.4,12.6,4,16,Cosmetic,Beyond_rings,35.855
18226,10390400.0,New building,Братиславская,13.0,Moscow,2,61.12,33.0,11.7,6,16,Cosmetic,Beyond_rings,30.56
18227,12190700.0,New building,Братиславская,13.0,Moscow,2,71.71,38.4,12.6,6,16,Cosmetic,Beyond_rings,35.855
18228,10390400.0,New building,Братиславская,13.0,Moscow,2,61.12,33.0,11.7,8,16,Cosmetic,Beyond_rings,30.56
18229,13757200.0,New building,Братиславская,13.0,Moscow,3,84.4,44.8,13.6,10,16,Cosmetic,Beyond_rings,28.133333333333336
18230,6687120.0,New building,Братиславская,13.0,Moscow,1,32.78,18.7,9.4,11,16,Cosmetic,Beyond_rings,32.78
18231,7831200.0,New building,Братиславская,13.0,Moscow,1,40.16,22.4,10.0,13,16,Cosmetic,Beyond_rings,40.16
18233,7991840.0,New building,Братиславская,13.0,Moscow,1,40.16,22.4,10.0,16,16,Cosmetic,Beyond_rings,40.16
18234,10956500.0,New building,Братиславская,13.0,Moscow,2,64.45,34.7,12.0,6,16,Cosmetic,Beyond_rings,32.225
18236,10956500.0,New building,Братиславская,13.0,Moscow,2,64.45,34.7,12.0,8,16,Cosmetic,Beyond_rings,32.225
18241,8176710.0,New building,Братиславская,13.0,Moscow,1,42.81,23.8,10.2,11,16,Cosmetic,Beyond_rings,42.81
18243,7218200.0,New building,Братиславская,13.0,Moscow,1,37.4,21.0,9.7,2,16,Cosmetic,Beyond_rings,37.4
18244,2695110.0,New building,Красногвардейская,13.0,Moscow region,0,24.01,14.3,8.6,2,20,Cosmetic,Beyond_rings,24.01
18245,4920275.0,New building,Красногвардейская,13.0,Moscow region,2,47.71,26.3,10.6,3,20,Cosmetic,Beyond_rings,23.855
18246,5283135.0,New building,Красногвардейская,13.0,Moscow region,2,52.27,28.6,11.0,3,20,Cosmetic,Beyond_rings,26.135
18247,3077640.0,New building,Красногвардейская,13.0,Moscow region,0,27.96,16.3,9.0,3,20,Cosmetic,Beyond_rings,27.96
18248,5335405.0,New building,Красногвардейская,13.0,Moscow region,2,52.27,28.6,11.0,4,20,Cosmetic,Beyond_rings,26.135
18249,2690000.0,New building,Красногвардейская,13.0,Moscow region,0,23.75,14.1,8.6,5,20,Cosmetic,Beyond_rings,23.75
18250,2707115.0,New building,Красногвардейская,13.0,Moscow region,0,24.01,14.3,8.6,5,20,Cosmetic,Beyond_rings,24.01
18251,2714920.0,New building,Красногвардейская,13.0,Moscow region,0,24.08,14.3,8.6,5,20,Cosmetic,Beyond_rings,24.08
18252,3105600.0,New building,Красногвардейская,13.0,Moscow region,0,27.96,16.3,9.0,5,20,Cosmetic,Beyond_rings,27.96
18253,2755135.0,New building,Красногвардейская,13.0,Moscow region,0,24.01,14.3,8.6,6,20,Cosmetic,Beyond_rings,24.01
18254,2743130.0,New building,Красногвардейская,13.0,Moscow region,0,24.01,14.3,8.6,7,20,Cosmetic,Beyond_rings,24.01
18255,5039550.0,New building,Красногвардейская,13.0,Moscow region,2,47.71,26.3,10.6,7,20,Cosmetic,Beyond_rings,23.855
18256,2763080.0,New building,Красногвардейская,13.0,Moscow region,0,24.08,14.3,8.6,7,20,Cosmetic,Beyond_rings,24.08
18257,2721660.0,New building,Красногвардейская,13.0,Moscow region,0,23.82,14.2,8.6,8,20,Cosmetic,Beyond_rings,23.82
18258,3021545.0,New building,Красногвардейская,13.0,Moscow region,0,26.83,15.7,8.9,8,20,Cosmetic,Beyond_rings,26.83
18259,5405570.0,New building,Красногвардейская,13.0,Moscow region,2,52.19,28.5,11.0,8,20,Cosmetic,Beyond_rings,26.095
18260,5379475.0,New building,Красногвардейская,13.0,Moscow region,2,52.19,28.5,11.0,8,20,Cosmetic,Beyond_rings,26.095
18261,3121350.0,New building,Красногвардейская,13.0,Moscow region,0,27.85,16.2,8.9,9,20,Cosmetic,Beyond_rings,27.85
18262,5036400.0,New building,Красногвардейская,13.0,Moscow region,2,47.68,26.2,10.6,9,20,Cosmetic,Beyond_rings,23.84
18263,2692280.0,New building,Красногвардейская,13.0,Moscow region,0,23.56,14.0,8.6,10,20,Cosmetic,Beyond_rings,23.56
18264,5017500.0,New building,Красногвардейская,13.0,Moscow region,2,47.5,26.1,10.6,12,20,Cosmetic,Beyond_rings,23.75
18265,2714880.0,New building,Красногвардейская,13.0,Moscow region,0,23.76,14.1,8.6,12,20,Cosmetic,Beyond_rings,23.76
18266,2689305.0,New building,Красногвардейская,13.0,Moscow region,0,23.43,14.0,8.6,13,20,Cosmetic,Beyond_rings,23.43
18267,2995900.0,New building,Красногвардейская,13.0,Moscow region,0,26.6,15.6,8.8,13,20,Cosmetic,Beyond_rings,26.6
18268,2726760.0,New building,Красногвардейская,13.0,Moscow region,0,23.76,14.1,8.6,13,20,Cosmetic,Beyond_rings,23.76
18269,4993750.0,New building,Красногвардейская,13.0,Moscow region,2,47.5,26.1,10.6,14,20,Cosmetic,Beyond_rings,23.75
18270,2718815.0,New building,Красногвардейская,13.0,Moscow region,0,23.69,14.1,8.6,14,20,Cosmetic,Beyond_rings,23.69
18271,3094710.0,New building,Красногвардейская,13.0,Moscow region,0,27.61,16.1,8.9,14,20,Cosmetic,Beyond_rings,27.61
18272,2706970.0,New building,Красногвардейская,13.0,Moscow region,0,23.69,14.1,8.6,15,20,Cosmetic,Beyond_rings,23.69
18273,4993750.0,New building,Красногвардейская,13.0,Moscow region,2,47.5,26.1,10.6,15,20,Cosmetic,Beyond_rings,23.75
18274,3094710.0,New building,Красногвардейская,13.0,Moscow region,0,27.61,16.1,8.9,16,20,Cosmetic,Beyond_rings,27.61
18275,4993750.0,New building,Красногвардейская,13.0,Moscow region,2,47.5,26.1,10.6,16,20,Cosmetic,Beyond_rings,23.75
18276,2643600.0,New building,Красногвардейская,13.0,Moscow region,0,23.76,14.1,8.6,16,20,Cosmetic,Beyond_rings,23.76
18277,2954075.0,New building,Красногвардейская,14.0,Moscow region,0,26.95,15.8,8.9,2,20,Cosmetic,Beyond_rings,26.95
18278,5036400.0,New building,Красногвардейская,14.0,Moscow region,2,47.68,26.2,10.6,8,20,Cosmetic,Beyond_rings,23.84
18279,3021545.0,New building,Красногвардейская,14.0,Moscow region,0,26.83,15.7,8.9,9,20,Cosmetic,Beyond_rings,26.83
18281,2692280.0,New building,Красногвардейская,14.0,Moscow region,0,23.56,14.0,8.6,10,20,Cosmetic,Beyond_rings,23.56
18282,3121350.0,New building,Красногвардейская,14.0,Moscow region,0,27.85,16.2,8.9,10,20,Cosmetic,Beyond_rings,27.85
18283,5012560.0,New building,Красногвардейская,14.0,Moscow region,2,47.68,26.2,10.6,11,20,Cosmetic,Beyond_rings,23.84
18284,3094710.0,New building,Красногвардейская,14.0,Moscow region,0,27.61,16.1,8.9,13,20,Cosmetic,Beyond_rings,27.61
18285,2689305.0,New building,Красногвардейская,14.0,Moscow region,0,23.43,14.0,8.6,13,20,Cosmetic,Beyond_rings,23.43
18286,2718815.0,New building,Красногвардейская,14.0,Moscow region,0,23.69,14.1,8.6,13,20,Cosmetic,Beyond_rings,23.69
18288,4920275.0,New building,Красногвардейская,14.0,Moscow region,2,47.71,26.3,10.6,3,20,Cosmetic,Beyond_rings,23.855
18289,2689305.0,New building,Красногвардейская,14.0,Moscow region,0,23.43,14.0,8.6,14,20,Cosmetic,Beyond_rings,23.43
18290,5390120.0,New building,Красногвардейская,14.0,Moscow region,2,52.04,28.4,10.9,14,20,Cosmetic,Beyond_rings,26.02
18291,3094710.0,New building,Красногвардейская,14.0,Moscow region,0,27.61,16.1,8.9,14,20,Cosmetic,Beyond_rings,27.61
18292,5017500.0,New building,Красногвардейская,14.0,Moscow region,2,47.5,26.1,10.6,15,20,Cosmetic,Beyond_rings,23.75
18293,2995900.0,New building,Красногвардейская,14.0,Moscow region,0,26.6,15.6,8.8,15,20,Cosmetic,Beyond_rings,26.6
18294,2677590.0,New building,Красногвардейская,14.0,Moscow region,0,23.43,14.0,8.6,16,20,Cosmetic,Beyond_rings,23.43
18295,2954075.0,New building,Красногвардейская,14.0,Moscow region,0,26.95,15.8,8.9,3,20,Cosmetic,Beyond_rings,26.95
18296,2702880.0,New building,Красногвардейская,14.0,Moscow region,0,24.08,14.3,8.6,3,20,Cosmetic,Beyond_rings,24.08
18297,3077640.0,New building,Красногвардейская,14.0,Moscow region,0,27.96,16.3,9.0,3,20,Cosmetic,Beyond_rings,27.96
18298,2690000.0,New building,Красногвардейская,14.0,Moscow region,0,23.75,14.1,8.6,4,20,Cosmetic,Beyond_rings,23.75
18299,2981025.0,New building,Красногвардейская,14.0,Moscow region,0,26.95,15.8,8.9,4,20,Cosmetic,Beyond_rings,26.95
18300,2714920.0,New building,Красногвардейская,14.0,Moscow region,0,24.08,14.3,8.6,4,20,Cosmetic,Beyond_rings,24.08
18301,5335405.0,New building,Красногвардейская,14.0,Moscow region,2,52.27,28.6,11.0,4,20,Cosmetic,Beyond_rings,26.135
18302,3133560.0,New building,Красногвардейская,14.0,Moscow region,0,27.96,16.3,9.0,6,20,Cosmetic,Beyond_rings,27.96
18303,2725625.0,New building,Красногвардейская,14.0,Moscow region,0,23.75,14.1,8.6,6,20,Cosmetic,Beyond_rings,23.75
18304,5387675.0,New building,Красногвардейская,14.0,Moscow region,2,52.27,28.6,11.0,6,20,Cosmetic,Beyond_rings,26.135
18305,2751040.0,New building,Красногвардейская,14.0,Moscow region,0,24.08,14.3,8.6,6,20,Cosmetic,Beyond_rings,24.08
18306,5015695.0,New building,Красногвардейская,14.0,Moscow region,2,47.71,26.3,10.6,7,20,Cosmetic,Beyond_rings,23.855
18307,2755135.0,New building,Красногвардейская,14.0,Moscow region,0,24.01,14.3,8.6,7,20,Cosmetic,Beyond_rings,24.01
18308,2721660.0,New building,Красногвардейская,14.0,Moscow region,0,23.82,14.2,8.6,8,20,Cosmetic,Beyond_rings,23.82
18309,2609820.0,New building,Красногвардейская,14.0,Moscow region,0,23.56,14.0,8.6,8,20,Cosmetic,Beyond_rings,23.56
18310,2702880.0,New building,Красногвардейская,14.0,Moscow region,0,24.08,14.3,8.6,2,20,Cosmetic,Beyond_rings,24.08
18311,2666250.0,New building,Красногвардейская,14.0,Moscow region,0,23.75,14.1,8.6,3,20,Cosmetic,Beyond_rings,23.75
18314,5283135.0,New building,Красногвардейская,14.0,Moscow region,2,52.27,28.6,11.0,3,20,Cosmetic,Beyond_rings,26.135
18316,2743130.0,New building,Красногвардейская,14.0,Moscow region,0,24.01,14.3,8.6,6,20,Cosmetic,Beyond_rings,24.01
18317,5015695.0,New building,Красногвардейская,14.0,Moscow region,2,47.71,26.3,10.6,6,20,Cosmetic,Beyond_rings,23.855
18318,3034925.0,New building,Красногвардейская,14.0,Moscow region,0,26.95,15.8,8.9,6,20,Cosmetic,Beyond_rings,26.95
18319,3133560.0,New building,Красногвардейская,14.0,Moscow region,0,27.96,16.3,9.0,7,20,Cosmetic,Beyond_rings,27.96
18320,2630625.0,New building,Алма-Атинская,13.0,Moscow region,0,23.75,14.1,8.6,7,16,Cosmetic,Beyond_rings,23.75
18321,5012560.0,New building,Красногвардейская,14.0,Moscow region,2,47.68,26.2,10.6,8,20,Cosmetic,Beyond_rings,23.84
18322,3022660.0,New building,Красногвардейская,14.0,Moscow region,0,26.84,15.7,8.9,8,20,Cosmetic,Beyond_rings,26.84
18324,2741515.0,New building,Красногвардейская,14.0,Moscow region,0,23.89,14.2,8.6,8,20,Cosmetic,Beyond_rings,23.89
18325,5379475.0,New building,Красногвардейская,14.0,Moscow region,2,52.19,28.5,11.0,10,20,Cosmetic,Beyond_rings,26.095
18326,3121350.0,New building,Красногвардейская,14.0,Moscow region,0,27.85,16.2,8.9,11,20,Cosmetic,Beyond_rings,27.85
